Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL	
PVE_G007870	EPrPVT00000020951	Phytopythium vexans DAOM BR484	PvexDAOMBR484_SC0588:9,437..10,791(+)	Fructose-bisphosphate aldolase	N/A	N/A	GO:0016832;GO:0003824;GO:0004332;GO:0008270	aldehyde-lyase activity;catalytic activity;fructose-bisphosphate aldolase activity;zinc ion binding	GO:0005975;GO:0006096	carbohydrate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
PcyM_1123400	PcyM_1123400-t36_1	Plasmodium cynomolgi strain M	PcyM_11:985,119..987,535(-)	pyruvate kinase, putative	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PfDd2_060028700	PfDd2_060028700-t41_1	Plasmodium falciparum Dd2	PfDd2_06:948,447..949,928(+)	hexokinase	N/A	N/A	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.1 (Hexokinase)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
PfIT_140042400	PfIT_140042400-t41_1	Plasmodium falciparum IT	PfIT_14:1,524,832..1,526,571(+)	glucose-6-phosphate isomerase	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
PmUG01_07034000	PmUG01_07034000.1	Plasmodium malariae UG01	PmUG01_07_v1:1,210,539..1,211,789(+)	phosphoglycerate kinase, putative	N/A	N/A	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PocGH01_12070000	PocGH01_12070000.1	Plasmodium ovale curtisi GH01	PocGH01_12_v2:2,469,648..2,470,760(+)	fructose-bisphosphate aldolase, putative	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
SDRG_05909	SDRG_05909-t26_1	Saprolegnia diclina VS20	JH767147:160,568..162,292(+)	pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
SRCN_1488	SRCN_1488.mRNA	Sarcocystis neurona SO SN1	SnSN1_scaffold00004:2,108,981..2,128,288(-)	unspecified product	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
TCDM_06590	TCDM_06590-t26_1	Trypanosoma cruzi Dm28c 2014	AYLP01000071:94,822..95,952(+)	glucokinase	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	
TGCAST_297060	TGCAST_297060-t46_1	Toxoplasma gondii CAST	ML130719:270,328..274,209(-)	phosphoglycerate mutase PGMII	GO:0005737	cytoplasm	GO:0004082;GO:0003824;GO:0016868;GO:0004619	bisphosphoglycerate mutase activity;catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent));5.4.2.4 (Bisphosphoglycerate mutase)	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
TGFOU_240890C	TGFOU_240890C-t30_1	Toxoplasma gondii FOU	KN000245:162,611..164,647(-)	6-phosphofructokinase	GO:0005945	6-phosphofructokinase complex	GO:0003872;GO:0047334	6-phosphofructokinase activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
TGMAS_272290	TGMAS_272290-t30_1	Toxoplasma gondii MAS	KN044612:4,094,285..4,098,582(+)	pyruvate dehydrogenase complex subunit PD-HE1Beta	GO:0020011	apicoplast	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086;GO:0008152	acetyl-CoA biosynthetic process from pyruvate;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
TGVAND_318190	TGVAND_318190-t30_1	Toxoplasma gondii VAND	KN042483:40,018..50,333(+)	phosphoglycerate mutase family protein	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
TOT_040000230	TOT_040000230-t26_1	Theileria orientalis strain Shintoku	AP011949:490,604..491,643(-)	phosphoglycerate mutase	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
TVAG_092750	rna_TVAG_092750-1	Trichomonas vaginalis G3	DS114017:22,778..23,952(+)	glucokinase	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	2.7.1.2 (Glucokinase)	
TcCLB.511419.50	TcCLB.511419.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr9-S:88,766..90,277(-)	3-phosphoglycerate kinase, glycosomal	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	GO:0020015;GO:0005739	glycosome;mitochondrion	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
TcIL3000.A.H_000275400	TcIL3000.A.H_000275400.1	Trypanosoma congolense IL3000 2019	Tc.A.H.pschr_01:68,630..70,159(-)	phosphoglycerate kinase	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
TcIL3000_10_6510	TcIL3000_10_6510.1	Trypanosoma congolense IL3000	T.congo.pschr.10:1,781,745..1,783,097(+)	dihydrolipoamide acetyltransferase E2 subunit, putative	GO:0045254	pyruvate dehydrogenase complex	GO:0004742;GO:0016746	dihydrolipoyllysine-residue acetyltransferase activity;transferase activity, transferring acyl groups	GO:0008152;GO:0006090	metabolic process;pyruvate metabolic process	GO:0020023;GO:0005743;GO:0005759;GO:0005739	kinetoplast;mitochondrial inner membrane;mitochondrial matrix;mitochondrion	N/A	N/A	GO:0000910;GO:0000002	cytokinesis;mitochondrial genome maintenance	N/A	2.3.1.12 (Dihydrolipoyllysine-residue acetyltransferase)	
TcSYL_0011660	TcSYL_0011660.t1	Trypanosoma cruzi Sylvio X10/1	TcX10_chr1:2,372,008..2,372,674(+)	Glucokinase	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	
Vbra_14917	Vbra_14917.t1	Vitrella brassicaformis CCMP3155	Vbra_scaffold318:37,168..41,424(-)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative	N/A	N/A	GO:0051745;GO:0046872	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity;metal ion binding	GO:0050992;GO:0019288	dimethylallyl diphosphate biosynthetic process;isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.37 (Sedoheptulose-bisphosphatase)	
AK88_04581	AK88_04581-t30_1	Plasmodium fragile strain nilgiri	KQ001712:24,456..26,761(-)	pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
BESB_030930	mrna.BESB_030930	Besnoitia besnoiti strain Bb-Ger1	CM008358.1:901,305..919,859(+)	unspecified product	N/A	N/A	GO:0003872	6-phosphofructokinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.11 (6-phosphofructokinase)	
Bdiv_004110	Bdiv_004110-t42_1	Babesia divergens strain 1802A	Bdiv1802A_scaffold00007:367,820..372,047(+)	6-phosphofructokinase, putative	N/A	N/A	GO:0003872;GO:0005524;GO:0047334	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	
C3747_191g62	C3747_191g62-t42_1	Trypanosoma cruzi TCC	PRFC01000191:71,146..72,657(-)	3-phosphoglycerate kinase, glycosomal	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
C4B63_47g72	C4B63_47g72-t42_1	Trypanosoma cruzi Dm28c 2018	PRFA01000047:159,270..160,559(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
C922_00980	C922_00980-t30_1	Plasmodium inui San Antonio 1	KI965462:621,474..623,819(+)	pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
CSUI_003970	CSUI_003970-t36_1	Cystoisospora suis strain Wien I	MIGC01001790:52..10,285(-)	phosphoglycerate mutase family protein	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
EDI_343600	EDI_343600A	Entamoeba dispar SAW760	DS550704:15,885..16,451(+)	glucose-6-phosphate isomerase, putative	N/A	N/A	GO:0004817;GO:0004347	cysteine-tRNA ligase activity;glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase);6.1.1.16 (Cysteine--tRNA ligase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
ENH_00023820	ENH_00023820.1	Eimeria necatrix Houghton	HG722567:39,753..48,039(+)	glucose-6-phosphate isomerase, putative	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
ETH_00020990	ETH_00020990-t26_1	Eimeria tenella strain Houghton	HG675067:110,745..113,148(-)	pyruvate dehydrogenase, putative	GO:0043231	intracellular membrane-bounded organelle	GO:0016624;GO:0004739	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
GNI_063810	GNI_063810-t26_1	Gregarina niphandrodes Unknown strain	KK211461:113,294..114,832(+)	pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
H310_08589	H310_08589-t26_1	Aphanomyces invadans NJM9701	KI913969:65,929..66,848(-)	triose-phosphate isomerase	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
KM1_095060	KM1_095060-t26_1	Entamoeba histolytica HM-3:IMSS	KB638151:40..1,311(+)	hexokinase 1, putative	GO:0005623	obsolete cell	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.1 (Hexokinase)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
KM1_326880	KM1_326880-t26_1	Entamoeba histolytica HM-3:IMSS	KB638270:20..1,124(+)	glyceraldehyde-3-phosphate dehydrogenase	N/A	N/A	GO:0051287;GO:0050661;GO:0004365;GO:0016620	NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0006096;GO:0055114	glucose metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
LdCL_300039900	LdCL_300039900-t42_1	Leishmania donovani CL-SL	CP029529:1,232,035..1,233,618(+)	PAS-domain containing phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096;GO:0006355	glycolytic process;regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
LmjF.36.2350	LmjF.36.2350:mRNA	Leishmania major strain Friedlin	LmjF.36:939,192..940,190(+)	glyceraldehyde 3-phosphate dehydrogenase, cytosolic, putative	N/A	N/A	GO:0051287;GO:0050661;GO:0016620	NAD binding;NADP binding;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0055114	glucose metabolic process;oxidation-reduction process	GO:0005737;GO:0005829	cytoplasm;cytosol	GO:0051287;GO:0004365	NAD binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	GO:0006096	glycolytic process	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	N/A	
LpyrH10_07_2090	rna_LpyrH10_07_2090	Leptomonas pyrrhocoris H10	LpyrH10_07:667,191..670,001(+)	phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
PAG1_G008016	EPrPAT00000021106	Pythium aphanidermatum DAOM BR444	PaphDAOMBR444_SC0423:383..2,093(-)	Enolase.	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PCON_0003620	PCON_0003620.mRNA	Paratrypanosoma confusum CUL13	Pcon_scaffold00001_2:518,807..521,677(-)	phosphoglycerate kinase	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
PGSY75_0209300	PGSY75_0209300-t31_1	Plasmodium gaboni strain SY75	CM003857.1:276,522..277,412(+)	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	GO:0016021	integral component of membrane	GO:0008685;GO:0046872	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity;metal ion binding	GO:0019288;GO:0016114	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;terpenoid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	4.6.1.12 (2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase)	4.6.1.12 (2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase)	
PHYCA_507479	PHYCA_507479T0	Phytophthora capsici LT1534	PcapLT1534_SC027:643,559..645,147(-)	 hypothetical protein EGK_15929 	GO:0043231	intracellular membrane-bounded organelle	GO:0016624;GO:0004739	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086;GO:0008152	acetyl-CoA biosynthetic process from pyruvate;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
PHYSODRAFT_286936	PHYSODRAFT_286936-t26_1	Phytophthora sojae strain P6497	JH159157:2,374,499..2,396,215(+)	hypothetical protein	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	2.7.1.2 (Glucokinase)	
PIR_G000055	EPrPIT00000013119	Globisporangium irregulare DAOM BR486	PirrDAOMBR486_SC0001:164,844..167,070(+)	Pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PIW_G005464	PIW_T005464-RA	Globisporangium iwayamae DAOM BR242034	PiwaDAOMBR242034_SC00738:331..1,848(-)	6-phosphofructokinase	N/A	N/A	GO:0003872	6-phosphofructokinase activity	GO:0006002;GO:0006096	fructose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.11 (6-phosphofructokinase)	
PRCDC_1036200	PRCDC_1036200.1	Plasmodium reichenowi CDC	PrCDC_10_v3:1,411,284..1,413,518(-)	pyruvate kinase 2, putative	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	GO:0020011	apicoplast	GO:0004743	pyruvate kinase activity	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PRELSG_0619600	PRELSG_0619600.1	Plasmodium relictum SGS1-like	PRELSG_06_v1:739,975..742,116(-)	pyruvate kinase 2, putative	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	GO:0020011	apicoplast	GO:0004743	pyruvate kinase activity	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PRELSG_0720100	PRELSG_0720100.1	Plasmodium relictum SGS1-like	PRELSG_07_v1:764,286..765,536(+)	phosphoglycerate kinase, putative	N/A	N/A	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PRG01_0929900	PRG01_0929900-t36_1	Plasmodium reichenowi G01	PRG01_09:1,204,880..1,206,130(+)	phosphoglycerate kinase	N/A	N/A	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PRG01_1035400	PRG01_1035400-t36_1	Plasmodium reichenowi G01	PRG01_10:1,397,335..1,399,569(-)	pyruvate kinase 2	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PSURA_71507	PSURA_71507T0	Phytophthora ramorum strain Pr102	PramPr-102_SC0023:472,228..473,250(-)	unspecified product	N/A	N/A	GO:0051287;GO:0050661;GO:0016620	NAD binding;NADP binding;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0055114	glucose metabolic process;oxidation-reduction process	GO:0005829	cytosol	GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	GO:0006096	glycolytic process	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
PSURA_71512	PSURA_71512T0	Phytophthora ramorum strain Pr102	PramPr-102_SC0024:139,548..143,105(+)	Pyruvate carboxylase	N/A	N/A	GO:0005524;GO:0009374;GO:0003824;GO:0046872;GO:0004736	ATP binding;biotin binding;catalytic activity;metal ion binding;pyruvate carboxylase activity	GO:0006094;GO:0006090	gluconeogenesis;pyruvate metabolic process	GO:0005737	cytoplasm	GO:0004736	pyruvate carboxylase activity	GO:0006094;GO:0006090	gluconeogenesis;pyruvate metabolic process	6.4.1.1 (Pyruvate carboxylase)	6.4.1.1 (Pyruvate carboxylase)	
